SCHID,C0110,C0112,C0114,C0116,C0120,C0121,C0122,C0125,C0129,C0134,C0136,C0138,C0140,C0139,C0141,C0143,C0142,C0144,C0146,C0150,C0153,C0155,C0158,C0162,C0166,C0170,C0169,C0161,C0157,C0163,C0165,C0167,C0174,C0183,C0176,C0181,C0175,C0177,C0179,C0186,C0600,C0602,C0604,C0606,C0608,C0190,C0192,C0196,C0198,C0204,C0206,C0208,C0210,C0212,C0214,C0216,C0218,C0610,C0612,C0614,C0616,C0618,C0621,C0622,C0624,C0626,C0628,C0630,C0632,C0636,C0638,C0640,C0642,C0644,C0646,C0648,C0650,C0652,C0654,C0656,C0658,C0660,C0661,C0663,C0665,C0667,C0669,C0671,C0674,C0676,C0678,C0681,C0682,C0684,C0686,C0266,C0268,C0265,C0267,C0269,C0270,C0272,C0278,C0271,C0273,C0274,C0276,C0277,C0279,C0280,C0282,C0284,C0286,C0288,C0290,C0292,C0294,C0296,C0298,C0300,C0302,C0304,C0690_R,C0705,C0688,C0374,C0376,C0378,C0381,C0383,C0385,C0387,C0382,C0380,C0384,C0386,C0389,C0391,C0393,C0402,C0404,C0406,C0408,C0410,C0412,C0422,C0424,C0426,C0428,C0430,C0432,C0434,C0436,C0442,C0444,C0446,C0448,C0450,C0452,C0454,C0456,C0532,C0534,C0536,C0538,C0560,C0562,C0568,C0570,C0572,C0578,C0578_DD,C0578_MM,C0578_YY,C0578_SOURCE,C0014_R,C0016_R,C0580,STRATA,CRISIS18,DISALC18,DISDRUG18,DISFIRE18,DISWEAP18,INCID18,INCPOL18,NONVIOINC18,NONVIOPOL18,OTHACT18,OUTSUS18,PROBWK18,SEC_FT18,SEC_PT18,STUOFF18,SVINC18,SVPOL18,VIOINC18,VIOPOL18,FR_URBAN,FR_LVEL,FR_SIZE,FINALWGT,REPFWT1,REPFWT2,REPFWT3,REPFWT4,REPFWT5,REPFWT6,REPFWT7,REPFWT8,REPFWT9,REPFWT10,REPFWT11,REPFWT12,REPFWT13,REPFWT14,REPFWT15,REPFWT16,REPFWT17,REPFWT18,REPFWT19,REPFWT20,REPFWT21,REPFWT22,REPFWT23,REPFWT24,REPFWT25,REPFWT26,REPFWT27,REPFWT28,REPFWT29,REPFWT30,REPFWT31,REPFWT32,REPFWT33,REPFWT34,REPFWT35,REPFWT36,REPFWT37,REPFWT38,REPFWT39,REPFWT40,REPFWT41,REPFWT42,REPFWT43,REPFWT44,REPFWT45,REPFWT46,REPFWT47,REPFWT48,REPFWT49,REPFWT50,IC0110,IC0112,IC0114,IC0116,IC0120,IC0121,IC0122,IC0125,IC0129,IC0134,IC0136,IC0138,IC0140,IC0139,IC0141,IC0143,IC0142,IC0144,IC0146,IC0150,IC0153,IC0155,IC0158,IC0162,IC0166,IC0170,IC0169,IC0161,IC0157,IC0163,IC0165,IC0167,IC0174,IC0183,IC0176,IC0181,IC0175,IC0177,IC0179,IC0186,IC0600,IC0602,IC0604,IC0606,IC0608,IC0190,IC0192,IC0196,IC0198,IC0204,IC0206,IC0208,IC0210,IC0212,IC0214,IC0216,IC0218,IC0610,IC0612,IC0614,IC0616,IC0618,IC0621,IC0622,IC0624,IC0626,IC0628,IC0630,IC0632,IC0636,IC0638,IC0640,IC0642,IC0644,IC0646,IC0648,IC0650,IC0652,IC0654,IC0656,IC0658,IC0660,IC0661,IC0663,IC0665,IC0667,IC0669,IC0671,IC0674,IC0676,IC0678,IC0681,IC0682,IC0684,IC0686,IC0266,IC0268,IC0265,IC0267,IC0269,IC0270,IC0272,IC0278,IC0271,IC0273,IC0274,IC0276,IC0277,IC0279,IC0280,IC0282,IC0284,IC0286,IC0288,IC0290,IC0292,IC0294,IC0296,IC0298,IC0300,IC0302,IC0304,IC0705,IC0688,IC0374,IC0376,IC0378,IC0381,IC0383,IC0385,IC0387,IC0382,IC0380,IC0384,IC0386,IC0389,IC0391,IC0393,IC0402,IC0404,IC0406,IC0408,IC0410,IC0412,IC0422,IC0424,IC0426,IC0428,IC0430,IC0432,IC0434,IC0436,IC0442,IC0444,IC0446,IC0448,IC0450,IC0452,IC0454,IC0456,IC0532,IC0534,IC0536,IC0538,IC0560,IC0562,IC0568,IC0570,IC0572,IC0578,IC0580
4573,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,-1,1,1,1,2,2,4,3,1,1,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,3,3,3,3,3,3,3,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,1,3,3,3,3,3,2,2,1,5,4,4,4,5,5,4,4,4,3,5,3,3,3,1,1,1,1,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,12,70,85,9,3,3,93,20,18,05162018,16,5,2018,0,1,11,80,214,6,-1,-1,-1,-1,10,0,0,0,7,0,0,0,0,7,0,0,10,0,4,2,1,29.5809,30.3743,28.7373,30.5605,30.1702,30.4277,30.0550,29.6085,29.9646,30.1173,29.5539,30.3195,30.0411,30.6566,30.3296,30.2871,30.7059,29.7549,30.0425,30.9493,29.8644,30.7917,30.0365,29.7636,30.3838,30.7206,30.1304,30.9115,30.3124,30.3469,31.1663,29.7808,30.3212,30.8374,29.9729,31.0293,0.0000,30.3223,30.8626,30.1802,29.9037,30.3800,29.8657,30.2429,30.0532,29.5322,29.8527,29.1267,30.1652,30.2051,30.1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,2,2,3,3,3,3,3,1,1,1,1,2,1,1,1,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,5,4,4,4,5,4,5,4,4,5,3,4,4,1,2,2,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,14,50,33,8,3,3,93,36,34,04022018,2,4,2018,0,1,4,50,212,3,-1,-1,-1,-1,7,0,1,0,2,0,0,0,2,2,0,0,6,0,2,2,1,21.3862,21.6314,21.7008,21.9402,22.0351,21.7894,21.4376,21.2461,21.2861,21.8395,21.7031,21.2593,22.0730,22.0966,22.0177,21.7421,21.3499,21.4550,21.6371,21.5717,21.6624,21.9803,21.3909,21.6966,0.0000,22.4910,21.8911,22.0450,22.0403,21.9338,22.3463,22.0860,22.4526,22.0110,21.7213,21.8374,21.8943,21.9325,22.1205,21.8096,21.8912,22.4228,22.2312,21.4925,21.2351,21.6720,22.2368,21.5496,22.0727,21.9358,21.4347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,1,2,2,2,2,3,3,2,1,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,2,4,4,4,5,4,2,1,3,5,3,3,3,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,2,1,2,25,80,90,9,2,3,92,17,17,04132018,13,4,2018,0,4,2,45,213,8,2,4,-1,6,38,1,20,1,18,12,3,0,0,30,0,0,18,0,3,2,1,24.0335,24.4288,24.2864,24.8718,24.7909,24.6738,24.7016,24.6747,25.1436,24.9505,25.2430,24.5794,25.0439,24.6617,24.4631,24.6139,25.1345,24.6937,24.4731,24.2816,24.5880,24.6120,24.6304,24.7050,24.1314,25.1730,24.3218,24.7499,24.3102,24.7448,24.7131,24.3574,25.0560,24.3317,24.3977,24.2719,24.0263,24.3892,24.3098,23.8990,24.2281,24.6038,24.4097,24.1939,24.0501,24.0326,24.6826,24.1753,0.0000,24.0468,23.9613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,2,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,2,4,4,5,5,5,5,5,5,4,4,5,2,2,4,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,10,70,70,6,3,3,97,4,5,05072018,7,5,2018,2,1,9,55,222,4,-1,-1,-1,-1,1,1,1,1,-1,-1,0,0,2,0,0,0,0,0,2,2,2,19.7493,20.3248,20.0086,19.9030,19.6432,20.1599,20.1008,19.8917,19.7025,19.8169,19.9574,20.0634,19.9871,19.5465,20.2994,19.7950,20.0922,19.6608,20.0391,19.7998,20.1246,20.0416,20.1919,20.2769,20.6211,20.3361,20.0753,0.0000,20.5724,20.1497,20.0311,20.6950,20.3036,20.1113,19.6437,20.4230,21.0558,20.7407,20.1401,20.6452,20.6713,20.3856,20.2082,20.3802,20.3811,19.9009,20.4719,19.8179,20.0321,20.2440,20.4528,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,0,7,0,7,0,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
0158,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,3,3,3,3,3,1,1,2,1,1,1,2,2,2,1,2,1,1,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2,4,3,4,5,5,5,4,5,4,4,5,3,4,3,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,20,60,70,6,3,3,92,28,34,02272018,27,2,2018,0,1,7,60,342,7,1,9,-1,-1,7,6,4,3,19,1,0,35,0,21,0,0,3,3,2,3,4,8.0931,8.3339,8.1788,0.0000,8.2278,8.2340,8.2023,8.2788,8.3569,8.1366,8.1492,8.2228,8.2525,8.2622,8.2820,8.3112,8.2808,8.2304,8.2438,8.2394,8.2321,8.1652,8.2554,8.2754,8.3154,8.2332,8.3061,8.1820,8.2976,8.3002,8.2188,8.2320,8.1597,8.3719,8.3966,8.3316,8.2927,8.2735,8.2560,8.1995,8.1994,8.2465,8.3334,8.2895,8.3452,8.2785,8.2815,8.3860,8.1593,8.2140,8.2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0635,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,3,3,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,2,2,2,2,2,3,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,4,4,4,4,4,4,4,4,4,5,2,2,2,1,1,1,2,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,15,70,50,5,3,3,95,10,6,03162018,16,3,2018,0,1,3,38,232,5,-1,-1,-1,2,16,0,5,0,5,2,0,1,0,7,2,0,11,0,2,2,3,14.8753,15.1926,15.0281,15.2369,14.8619,15.2576,15.0207,15.1723,14.9289,14.8942,14.9871,15.2575,14.9522,14.7323,15.2482,14.7700,15.3926,14.8881,15.1762,15.1122,15.2173,15.1659,15.1306,15.3426,15.3521,15.2478,14.9114,14.8769,15.7840,15.3176,15.1882,15.5305,15.2739,15.0570,14.9473,15.4123,15.8024,15.5160,14.9910,15.5558,15.3738,0.0000,15.1077,15.1551,15.3294,14.9283,15.2887,15.0926,14.9881,15.1787,15.4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0074,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,2,1,3,3,3,3,3,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,3,3,3,3,3,2,3,3,2,2,3,1,2,1,4,4,5,4,4,5,5,5,4,4,5,4,4,5,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,8,80,90,4,3,3,80,10,10,04022018,2,4,2018,0,1,5,40,324,8,-1,-1,-1,-1,12,7,6,6,0,4,0,0,0,4,0,0,6,1,4,3,2,14.7010,15.0934,14.9225,15.2764,15.0289,14.8576,15.1322,15.0261,14.7850,15.0757,15.0816,15.0496,14.9172,15.0443,15.1768,14.7907,15.1934,14.9031,14.8620,14.8656,15.0034,15.1904,15.2296,15.1081,14.9505,15.1566,14.8480,14.9962,15.1024,14.8624,14.8208,0.0000,15.2827,15.1192,15.0290,14.9185,15.2932,15.1585,14.6850,14.9897,14.8026,14.9056,14.9793,15.0119,14.8846,15.2030,15.1598,14.7888,14.7860,14.7671,15.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,2,-1,-1,1,1,2,2,1,1,3,2,2,3,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,3,3,2,3,2,1,3,3,2,2,2,2,2,1,5,4,5,5,5,5,5,5,4,4,5,4,4,4,2,-1,2,-1,1,2,1,1,1,2,2,-1,1,1,1,2,2,-1,1,1,2,-1,20,60,80,0,3,3,95,36,25,03052018,5,3,2018,0,1,5,30,124,7,-1,-1,-1,-1,3,0,1,0,2,0,0,0,1,2,0,0,2,0,4,1,2,74.8402,76.0744,75.3087,76.2643,75.9794,74.2846,76.4096,75.2102,75.6851,77.2237,76.1253,76.4144,0.0000,77.1603,76.9343,75.1597,76.0493,75.4284,77.4172,76.9827,78.5191,77.0164,76.7358,76.3892,77.1693,76.2277,76.0092,76.6865,75.6471,77.5992,76.4004,75.8423,76.2409,77.0223,76.3461,76.8040,76.9606,77.5892,77.0508,76.1533,76.8284,76.0550,76.3449,78.0634,74.7251,76.2364,76.5150,77.3692,76.6777,75.0364,75.2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,3,3,3,3,3,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,3,2,2,1,1,3,2,1,1,1,2,2,1,4,4,4,4,5,4,4,5,4,4,5,4,4,4,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,18,55,80,4,3,3,96,18,14,05152018,15,5,2018,2,1,3,60,112,6,-1,-1,-1,-1,12,0,1,0,7,0,0,0,2,7,0,0,11,0,2,1,1,105.7144,108.8445,108.8395,108.2160,110.6848,110.1251,105.5884,109.9113,107.7252,106.6065,106.7661,105.3562,109.6678,107.5363,107.9662,109.8927,103.4642,110.5993,107.0130,107.9079,105.4656,106.8100,105.6620,107.8697,107.4140,107.9361,106.9070,107.6964,109.4708,106.5539,108.5938,107.4522,0.0000,107.8204,107.6429,108.7943,107.7150,107.5132,106.0127,108.5415,106.6864,109.4609,109.8418,103.5314,108.1367,110.0435,110.9813,107.2301,108.7029,108.6782,106.8191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,3,1,1,1,1,1,3,3,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,3,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,3,3,2,2,3,2,3,3,1,1,1,2,2,4,4,4,4,4,4,4,4,5,2,4,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,15,53,65,6,2,2,92,23,20,06192018,19,6,2018,2,1,6,45,342,6,0,0,-1,-1,79,28,48,13,5,2,1,1,0,20,15,0,31,15,2,3,4,8.0931,8.3339,8.1788,8.2680,8.2278,8.2340,8.2023,8.2788,8.3569,8.1366,8.1492,8.2228,8.2525,8.2622,8.2820,8.3112,8.2808,8.2304,8.2438,8.2394,8.2321,8.1652,8.2554,8.2754,8.3154,8.2332,8.3061,8.1820,8.2976,8.3002,8.2188,8.2320,8.1597,8.3719,0.0000,8.3316,8.2927,8.2735,8.2560,8.1995,8.1994,8.2465,8.3334,8.2895,8.3452,8.2785,8.2815,8.3860,8.1593,8.2140,8.2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,2,2,2,2,1,3,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,1,1,3,3,3,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,3,2,3,2,1,2,3,1,2,2,2,2,1,4,3,4,4,4,5,4,4,2,3,4,4,4,5,2,-1,2,-1,1,2,1,1,1,1,2,-1,1,2,2,-1,1,2,1,2,1,1,60,50,50,3,1,1,92,100,45,04172018,17,4,2018,2,1,5,75,121,8,-1,-1,-1,1,12,10,6,6,4,0,1,0,0,7,0,0,6,4,1,1,2,64.2303,66.6851,65.7460,66.1155,65.7281,66.4338,64.6656,66.0030,65.2533,65.1728,65.1225,65.7526,66.0824,64.1290,63.8980,65.3660,65.0766,66.6000,65.8965,67.6924,65.1162,64.2320,65.5232,67.3313,65.0616,65.1062,66.0390,65.1851,64.9132,67.0669,65.9839,64.3171,65.8667,0.0000,65.3908,66.4774,65.4322,65.6872,64.4859,65.2425,65.2220,64.2823,65.1725,66.8999,65.6896,65.5325,64.1600,65.8463,65.4458,66.2361,65.4337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
